Date,Adj Close,Adj Close - Dow Jones,Adj Close – NASDAQ,Spx – Adj Close,Adj Close IEF,Adj Close SHY,Adj Close TIP,CWSR0000SA0,INDPRO,IR3TIB01USM156N,Brent,Crude Oil,Gold,Natural gas,S&P GSCI
1999-10-01,99.059998,,2966.429932,1362.93,,,,164.9,90.6725,6.13,,,,,
1999-11-01,101.989998,,3336.159912,1388.91,,,,165.1,91.1438,6,,,,,
1999-12-01,101.870003,,4069.310059,1469.25,,,,165.6,91.8444,6.05,,,,,
2000-01-01,105.129997,,3940.350098,1394.46,,,,166,91.7942,5.95,,,,,
2000-02-01,105.919998,,4696.689941,1366.42,,,,166.7,92.1272,6.01,26.39,28.22,282.25,2.699,3013.52
2000-03-01,105.440002,,4572.830078,1498.58,,,,167.8,92.4733,6.14,29.06,31.77,290.75,2.815,3251.42
2000-04-01,110.139999,,3860.659912,1452.43,,,,167.6,93.0619,6.28,29.06,31.77,290.75,2.815,3251.42
2000-05-01,108.739998,,3400.909912,1420.6,,,,167.9,93.3427,6.71,24.1,25.87,273.25,3.216,3126.47
2000-06-01,106.839996,,3966.110107,1454.6,,,,169,93.3908,6.73,29.19,30.14,272.55,4.064,3483.54
2000-07-01,109.57,,3766.98999,1430.83,,,,169.5,93.204,6.67,29.19,30.14,272.55,4.064,3483.54
2000-08-01,112.599998,,4206.350098,1517.68,,,,169.3,92.9637,6.61,27.14,27.79,277,3.987,3431.42
2000-09-01,113.25,,3672.820068,1436.51,,,,170.3,93.3533,6.6,31.85,33.38,276.5,4.835,3938.15
2000-10-01,116.650002,,3369.629883,1429.4,,,,170.5,93.0019,6.67,31.85,33.38,276.5,4.835,3938.15
2000-11-01,115.239998,,2597.929932,1314.95,,,,170.8,93.0137,6.65,31.31,33.25,264,4.686,3922.45
2000-12-01,109.559998,,2470.52002,1320.28,,,,171.2,92.7388,6.45,30.17,32.02,269.15,6.673,4129.406
2001-01-01,110.519997,10887.36,2772.72998,1366.01,,,,172.2,92.2054,5.62,22.38,32.02,272.95,10.48,4147.898
2001-02-01,112.010002,10495.28,2151.830078,1239.94,,,,172.5,91.5813,5.26,28.1,29.82,268.4,6.38,4071.4
2001-03-01,117.370003,9878.78,1840.26001,1160.33,,,,172.6,91.3567,4.89,25.85,27.62,265.4,5.186,3887.73
2001-04-01,115.849998,10734.97,2116.23999,1249.46,,,,173,91.072,4.53,25.85,27.62,265.4,5.186,3887.73
2001-05-01,119.07,10911.94,2110.48999,1255.82,,,,174,90.5335,4.02,28.33,28.94,264.1,4.641,3951.32
2001-06-01,119.43,10502.4,2160.540039,1224.38,,,,174.2,90.0322,3.74,29.07,27.93,266.75,3.93,3795.96
2001-07-01,117.18,10522.81,2027.130005,1211.23,,,,173.8,89.4778,3.66,29.07,27.93,266.75,3.93,3795.96
2001-08-01,113.419998,9949.75,1805.430054,1133.58,,,,173.8,89.3838,3.48,24.96,26.77,267.3,3.081,3538.92
2001-09-01,113.480003,8847.56,1498.800049,1040.94,,,,174.7,88.9262,2.87,24.96,26.77,267.3,3.081,3538.92
2001-10-01,114.860001,9075.14,1690.199951,1059.78,,,,173.9,88.6365,2.31,22.89,23.28,291.45,2.208,3163.58
2001-11-01,116.129997,9851.56,1930.579956,1139.45,,,,173.7,88.1058,2.03,19.62,20.39,279.7,3.29,2966.45
2001-12-01,116.75,10021.57,1950.400024,1148.08,,,,173.4,88.0897,1.83,19.62,20.39,279.7,3.29,2966.45
2002-01-01,120.239998,9920,1934.030029,1130.2,,,,173.7,88.6706,1.74,19.76,20.39,276.8,2.77,2823.35
2002-02-01,119.160004,10106.13,1731.48999,1106.73,,,,173.9,88.6723,1.82,19.98,20.38,286,2.138,2804.82
2002-03-01,118.620003,10403.94,1845.349976,1147.39,,,,174.5,89.3624,1.91,21.89,22.4,297.9,2.359,2915.89
2002-04-01,115.190002,9946.22,1688.22998,1076.92,47.993523,59.114792,59.288437,175.4,89.7933,1.87,26,26.88,303.1,3.531,3294.56
2002-05-01,111.809998,9925.25,1615.72998,1067.14,47.993523,59.114792,59.288437,175.5,90.1629,1.82,25.87,26.75,308.5,3.735,3230.24
2002-06-01,106.110001,9243.26,1463.209961,989.82,47.993523,59.114792,59.288437,175.7,90.9078,1.81,25.87,26.75,308.5,3.735,3230.24
2002-07-01,107.410004,8736.59,1328.26001,911.62,47.993523,59.114792,59.288437,176.1,90.8761,1.79,25.64,26.81,314.9,3.192,3256.99
2002-08-01,106.980003,8663.5,1314.849976,916.07,47.993523,59.114792,59.288437,176.6,90.785,1.73,25.01,26.47,304.4,2.842,3208.95
2002-09-01,106.870003,7591.93,1172.060059,815.28,49.672722,59.455288,59.288437,176.8,90.8931,1.76,25.01,26.47,304.4,2.842,3208.95
2002-10-01,106.639999,8397.03,1329.75,885.76,49.075096,59.610352,59.288437,177.2,90.6289,1.73,29.01,30.83,320.1,4.067,3639.06
2002-11-01,106.410004,8896.09,1478.780029,936.31,48.026859,59.370697,59.288437,177.5,91.1366,1.39,25.41,27.13,320.1,4.06,3438.37
2002-12-01,101.849998,8341.63,1335.51001,879.82,49.354694,59.903568,59.288437,177.7,90.6374,1.34,25.41,27.13,320.1,4.06,3438.37
2003-01-01,99.910004,8053.81,1320.910034,855.7,49.519165,60.049274,59.288437,178.6,91.3852,1.29,29.98,27.13,343.25,4.59,3728.76
2003-02-01,99.709999,7891.08,1337.52002,841.15,50.445965,60.195297,59.288437,179.7,91.494,1.27,29.98,27.13,343.25,4.59,3728.76
2003-03-01,99.059998,7992.13,1341.170044,848.18,50.279278,60.313957,59.288437,180.1,91.221,1.23,29.98,27.13,343.25,4.59,3728.76
2003-04-01,97.190002,8480.09,1464.310059,916.92,50.342445,60.406998,59.288437,179.2,90.6448,1.24,26.36,29.78,334.75,5.125,3817.55
2003-05-01,93.269997,8850.26,1595.910034,963.59,52.194298,60.613739,59.288437,178.7,90.6163,1.22,23.82,26.03,341.5,5.267,3665.54
2003-06-01,94.730003,8985.44,1622.800049,974.5,51.897167,60.731415,59.288437,178.9,90.7372,1.04,23.82,26.03,341.5,5.267,3665.54
2003-07-01,96.889999,9233.8,1735.02002,990.31,49.056412,60.427834,59.288437,179.4,91.2028,1.05,28.31,30.4,350.5,5.317,4031.15
2003-08-01,98.099998,9415.82,1810.449951,1008.01,49.349846,60.399368,59.288437,180.3,91.0119,1.08,29.99,32.31,347.6,4.874,4199.547
2003-09-01,92.849998,9275.06,1786.939941,995.97,51.77496,60.975609,59.288437,180.9,91.6355,1.08,29.25,32.31,375.5,4.86,4214.527
2003-10-01,92.730003,9801.12,1932.209961,1050.71,51.053623,60.734932,59.288437,180.6,91.7372,1.1,27.88,29.39,384.2,4.67,4053.64
2003-11-01,90.209999,9782.46,1960.26001,1058.2,51.330055,60.685066,59.288437,180.6,92.3505,1.11,27.88,29.39,384.2,4.67,4053.64
2003-12-01,86.919998,10453.92,2003.369995,1111.92,51.719696,61.011143,59.288437,181,92.4019,1.1,28.25,29.95,403,5.28,4256.77
2004-01-01,87.199997,10488.07,2066.149902,1131.13,53.08416,61.501858,59.288437,181.9,92.5643,1.06,29.99,29.95,417.25,5.76,4501.27
2004-02-01,87.309998,10583.92,2029.819946,1144.94,53.77903,61.7104,60.56118,182.4,93.1092,1.05,29.99,29.95,417.25,5.76,4501.27
2004-03-01,87.610001,10357.7,1994.219971,1126.21,54.481155,61.88892,61.569019,182.7,92.7403,1.05,33.34,36.86,399.5,5.55,4929.977
2004-04-01,90.480003,10225.57,1920.150024,1107.3,52.111797,61.226547,58.315193,182.8,93.1255,1.08,31.55,34.27,426,5.76,4858.129
2004-05-01,88.949997,10188.45,1986.73999,1120.68,51.820175,61.225498,59.462467,183.8,93.797,1.2,31.55,34.27,426,5.76,4858.129
2004-06-01,88.800003,10435.48,2047.790039,1140.84,52.150341,61.207375,59.300758,184.4,93.0677,1.46,39.08,34.27,394.25,6.68,5575.02
2004-07-01,89.959999,10139.71,1887.359985,1101.72,52.78664,61.36026,59.939461,184.6,93.7646,1.57,36.07,38.74,395.8,6.217,5213.59
2004-08-01,88.940002,10173.92,1838.099976,1104.24,54.281906,61.816574,61.476658,184.7,93.8516,1.68,36.07,38.74,395.8,6.217,5213.59
2004-09-01,87.360001,10080.27,1896.839966,1114.58,54.46571,61.76672,61.601734,185.3,93.9393,1.86,41.47,44,408.2,4.965,5400.457
2004-10-01,84.910004,10027.47,1974.98999,1130.2,55.010303,61.948944,62.530582,186.4,94.8012,2.04,46.62,50.12,418.85,6.772,5945.199
2004-11-01,81.82,10428.02,2096.810059,1173.82,53.918407,61.588039,62.227829,187.4,95.0379,2.26,47.06,50.13,426.75,8.72,6019.887
2004-12-01,80.849998,10783.01,2175.439941,1211.92,54.372166,61.608532,62.915905,187.4,95.7433,2.45,42.31,45.49,453.3,7.413,5592.738
2005-01-01,83.599998,10489.94,2062.409912,1181.27,55.192081,61.812172,63.429504,187.2,96.1164,2.61,42.31,45.49,453.3,7.413,5592.738
2005-02-01,82.510002,10766.23,2051.719971,1203.6,54.271038,61.523651,62.997948,188,96.82,2.77,44.82,47.12,420.7,6.316,5557.078
2005-03-01,84.059998,10503.76,1999.22998,1180.59,54.068569,61.539013,63.232628,188.6,96.6725,2.97,50.11,51.68,432.4,6.68,5974.309
2005-04-01,84.43,10192.51,1921.650024,1156.85,55.396317,61.83849,64.175156,189.3,96.8638,3.09,56.51,57.27,425.8,7.749,6573.738
2005-05-01,87.760002,10467.48,2068.219971,1191.5,56.426579,62.08345,64.591438,189.1,96.9622,3.22,56.51,57.27,425.8,7.749,6573.738
2005-06-01,89.110001,10274.97,2056.959961,1191.33,56.701099,62.236908,64.809296,189.3,97.353,3.38,53.27,54.6,415.2,6.789,6044.816
2005-07-01,89.349998,10640.91,2184.830078,1234.18,55.461369,62.006527,63.162991,190.6,97.0425,3.57,57.54,58.75,427.3,7.171,6328.25
2005-08-01,87.580002,10481.6,2152.090088,1220.33,56.561829,62.418224,64.757179,192,97.3856,3.77,60.44,61.57,431.8,8.154,6598.758
2005-09-01,89.519997,10568.7,2151.689941,1228.81,55.571693,62.195858,64.822166,195.1,95.509,3.87,67.72,69.47,443,11.757,7634.129
2005-10-01,90.07,10440.07,2120.300049,1207.01,54.877373,62.139145,64.03376,195.2,96.6445,4.13,67.72,69.47,443,11.757,7634.129
2005-11-01,91.57,10805.87,2232.820068,1249.48,55.210358,62.382137,64.06971,193.7,97.6736,4.31,58.37,59.85,459,11.86,6672.656
2005-12-01,91.169998,10717.5,2205.320068,1248.29,55.774525,62.40715,64.020493,193.7,98.2108,4.45,56.15,58.47,503,13.027,6590.969
2006-01-01,88.959999,10864.86,2305.820068,1280.08,55.764153,62.890839,65.021988,195.1,98.3353,4.56,56.15,58.47,503,13.027,6590.969
2006-02-01,90.110001,10993.41,2281.389893,1280.66,55.5299,62.718678,65.021988,195,98.3412,4.72,65.03,66.56,568.7,8.723,6785.477
2006-03-01,89.730003,11109.32,2339.790039,1294.87,54.77319,62.802158,63.631165,195.3,98.5915,4.88,62.45,61.97,563.4,6.733,6254.758
2006-04-01,86.110001,11367.14,2322.570068,1310.61,54.431343,62.950653,63.157028,196.4,98.9042,5.03,62.45,61.97,563.4,6.733,6254.758
2006-05-01,84.720001,11168.31,2178.879883,1270.09,54.348568,63.057953,63.354736,197,98.8999,5.15,73.89,73.7,657.6,6.695,7087.18
2006-06-01,85.220001,11150.22,2172.090088,1270.2,54.472458,63.202732,63.587242,197.4,99.209,5.35,69.39,70.34,629.2,6.448,6849.07
2006-07-01,85.300003,11185.68,2091.469971,1276.66,55.373375,63.614742,64.54615,198.6,99.1473,5.46,69.39,70.34,629.2,6.448,6849.07
2006-08-01,85.050003,11381.15,2183.75,1303.82,56.347813,64.084976,65.618996,199.5,99.5815,5.38,75.89,74.91,646.7,7.574,7119.289
2006-09-01,85.970001,11679.07,2258.429932,1335.85,57.036156,64.365608,65.689247,198.3,99.4133,5.34,69.15,69.19,625,5.877,6503.195
2006-10-01,85.32,12080.73,2366.709961,1377.94,57.342281,64.632027,65.714996,197.1,99.2931,5.33,69.15,69.19,625,5.877,6503.195
2006-11-01,82.919998,12221.93,2431.77002,1400.63,58.100254,64.942154,66.347191,197.2,99.2376,5.32,58.98,58.71,617.6,7.712,5746.828
2006-12-01,83.720001,12463.15,2415.290039,1418.3,57.198906,64.794128,65.18325,198.4,100.2526,5.32,64.62,63.43,645.3,8.422,6043.574
2007-01-01,84.610001,12621.69,2463.929932,1438.24,57.341587,65.332069,65.335014,198.613,99.86,5.32,59.44,63.43,634.5,5.5,5627.641
2007-02-01,83.57,12268.63,2416.149902,1406.82,58.298294,65.560471,66.628143,199.396,100.8096,5.31,56.72,57.3,657.2,7.53,5439.199
2007-03-01,82.93,12354.35,2421.639893,1420.86,58.246601,65.880714,66.661125,200.65,101.0257,5.3,62.11,62,664.2,7.288,5736.121
2007-04-01,81.449997,13062.91,2525.090088,1482.37,58.565712,66.062492,67.043587,201.304,101.7497,5.31,62.11,62,664.2,7.288,5736.121
2007-05-01,82.300003,13627.64,2604.52002,1530.62,57.755653,66.02523,66.153893,202.275,101.8148,5.31,67,64.4,673.1,7.718,5861.605
2007-06-01,81.919998,13408.62,2603.22998,1503.35,57.471077,66.335388,65.96698,202.652,101.8424,5.33,69.07,65.08,670.7,7.878,5876.402
2007-07-01,80.769997,13211.99,2546.27002,1455.27,58.77763,66.924454,67.489479,203.049,101.7209,5.32,69.07,65.08,670.7,7.878,5876.402
2007-08-01,80.790001,13357.74,2596.360107,1473.99,60.105503,67.627754,68.044334,203.046,101.9639,5.49,75.35,76.53,666.9,6.352,6247.504
2007-09-01,77.720001,13895.63,2701.5,1526.75,60.154293,67.999344,68.920303,204.015,102.2023,5.46,75.35,76.53,666.9,6.352,6247.504
2007-10-01,76.480003,13930.01,2859.120117,1549.38,60.818798,68.332443,69.74366,204.671,101.8873,5.08,77.64,80.24,746.8,7.05,6623.773
2007-11-01,76.150002,13371.72,2660.959961,1481.14,63.291931,69.552589,72.685219,206.479,102.4717,4.97,89.72,93.49,787,8.637,7271.762
2007-12-01,76.699997,13264.82,2652.280029,1468.36,63.101833,69.550346,72.297157,207.107,102.4621,5.02,89.72,93.49,787,8.637,7271.762
2008-01-01,75.18,12650.36,2389.860107,1378.55,65.679947,71.180481,75.564316,207.931,102.3148,3.84,93.82,93.49,833.3,7.11,7466.297
2008-02-01,73.709999,12266.39,2271.47998,1330.63,66.28611,71.7257,76.246979,208.448,101.9384,3.06,89.44,88.96,910,7.74,7307.609
2008-03-01,71.800003,12262.89,2279.100098,1322.7,67.175262,71.958641,76.174927,209.169,101.5904,2.79,89.44,88.96,910,7.74,7307.609
2008-04-01,72.510002,12820.13,2412.800049,1385.59,65.531227,71.345055,74.589226,209.734,100.9098,2.85,100.17,100.98,883.1,9.724,8129.242
2008-05-01,72.879997,12638.32,2522.659912,1400.38,64.382645,71.108498,75.228386,211.094,100.3073,2.66,110.5,112.52,851.65,10.561,8741.801
2008-06-01,72.459999,11350.01,2292.97998,1280,65.095848,71.229767,76.298538,213.68,100.0853,2.76,110.5,112.52,851.65,10.561,8741.801
2008-07-01,73.230003,11378.02,2325.550049,1267.38,65.577957,71.542473,75.909416,215.384,99.6124,2.79,140.67,140.97,938.85,13.505,10636.48
2008-08-01,77.379997,11543.96,2367.52002,1282.83,66.570862,71.835701,76.345604,214.906,98.0601,2.79,124.18,125.1,909.55,9.389,9296.41
2008-09-01,79.449997,10850.66,2091.879883,1166.36,66.486877,72.421936,73.357079,215.1,93.8451,3.59,109.41,125.1,817.1,8.24,8609.477
2008-10-01,85.629997,9325.01,1720.949951,968.75,65.904694,73.183472,67.40686,212.714,94.7036,4.32,95.33,98.53,868.75,7.728,7429.164
2008-11-01,86.519997,8829.04,1535.569946,896.24,70.999672,73.952744,68.539223,207.952,93.4737,2.36,95.33,98.53,868.75,7.728,7429.164
2008-12-01,81.309998,8776.39,1577.030029,903.25,74.408203,74.118515,72.996712,205.85,90.825,1.77,47.97,49.28,769.55,6.604,4316.117
2009-01-01,86,8000.86,1476.420044,825.88,72.020584,74.332848,72.967293,206.496,88.583,1.02,47.97,49.28,880.15,5.63,3995.392
2009-02-01,88.010002,7062.93,1377.839966,735.09,71.290489,74.103539,71.363777,207.285,88.0069,1.16,47.97,49.28,880.15,5.63,3995.392
2009-03-01,85.43,7608.92,1528.589966,797.87,73.664902,74.481232,75.578552,207.049,86.6045,1.07,47.97,49.28,880.15,5.63,3995.392
2009-04-01,84.610001,8168.12,1717.300049,872.81,71.627441,74.348007,73.87941,207.364,85.9406,0.89,48.44,48.39,926.4,3.695,3507.647
2009-05-01,80.43,8500.33,1774.329956,919.14,70.130234,74.366234,75.234177,207.808,85.0635,0.57,52.85,53.2,885.8,3.546,3664.689
2009-06-01,80.129997,8447,1835.040039,919.32,69.740562,74.32782,75.577339,209.999,84.7841,0.39,67.97,68.58,974.2,4.249,4380.348
2009-07-01,78.349998,9171.61,1978.5,987.48,70.334358,74.426247,75.62986,209.971,85.7471,0.35,68.79,69.31,940.25,3.795,4245.137
2009-08-01,78.169998,9496.28,2009.060059,1020.62,70.863037,74.730743,76.235077,210.828,86.7094,0.3,68.79,69.31,940.25,3.795,4245.137
2009-09-01,76.650002,9712.28,2122.419922,1057.08,71.666199,74.911171,77.40181,211.286,87.4072,0.25,67.73,68.05,956.35,2.821,4077.663
2009-10-01,76.300003,9712.73,2045.109985,1036.19,71.572212,75.01664,78.965874,211.976,87.6595,0.24,69.19,70.82,998.5,4.466,4154.285
2009-11-01,74.879997,10344.84,2144.600098,1095.63,72.603546,75.386742,80.946465,212.886,88.0061,0.21,69.19,70.82,998.5,4.466,4154.285
2009-12-01,77.860001,10428.05,2269.149902,1115.1,69.707458,74.330154,79.178757,213.036,88.2819,0.22,79.35,78.37,1197.3,4.762,4541.383
2010-01-01,79.459999,10067.33,2147.350098,1073.87,71.651848,75.51844,80.733612,213.353,89.2744,0.2,77.4,78.37,1096.35,5.82,4534.168
2010-02-01,80.360001,10325.26,2238.26001,1104.49,71.651848,75.563568,79.524483,213.125,89.5648,0.19,73.11,74.43,1106.95,5.434,4237.105
2010-03-01,81.07,10856.63,2397.959961,1169.43,70.938461,75.368378,79.673866,213.233,90.2296,0.23,76.89,78.7,1116.95,4.679,4368.016
2010-04-01,81.870003,11008.61,2461.189941,1186.69,72.099457,75.58979,81.333389,213.304,90.5689,0.3,84.01,84.87,1125.5,4.086,4557.699
2010-05-01,86.480003,10136.63,2257.040039,1089.41,74.202347,75.934158,81.711655,213.148,91.8247,0.45,84.01,84.87,1125.5,4.086,4557.699
2010-06-01,86.019997,9774.02,2109.23999,1030.71,76.480797,76.258957,82.462204,213,92.007,0.52,72.71,72.58,1224.3,4.248,3951.125
2010-07-01,81.540001,10465.94,2254.699951,1101.6,77.192078,76.405205,82.466187,213.476,92.3967,0.41,72.34,72.95,1198.65,4.854,3936.786
2010-08-01,83.199997,10014.72,2114.030029,1049.33,79.779793,76.589622,84.137047,213.797,92.7118,0.32,72.34,72.95,1198.65,4.854,3936.786
2010-09-01,78.720001,10788.05,2368.620117,1141.2,79.788536,76.681503,84.927795,214.187,92.9252,0.28,76.35,73.91,1243.85,3.762,4097.859
2010-10-01,77.269997,11118.49,2507.409912,1183.26,79.793686,76.854347,86.945435,215.048,92.7115,0.27,83.75,81.58,1317.3,3.797,4386.305
2010-11-01,81.199997,11006.02,2498.22998,1180.55,79.074959,76.695175,85.384201,215.625,92.7535,0.27,84.62,82.95,1350.75,3.832,4511.516
2010-12-01,79.029999,11577.51,2652.870117,1257.64,76.154686,76.51001,84.047554,216.619,93.6492,0.3,88.87,86.75,1386.69,4.269,4653.77
2011-01-01,77.739998,11891.93,2700.080078,1286.12,76.527748,76.730667,84.407867,217.468,93.4768,0.29,88.87,86.75,1386.69,4.269,4653.77
2011-02-01,76.889999,12226.34,2782.27002,1327.22,76.17691,76.575546,84.886627,218.231,93.0617,0.28,101.74,90.77,1340.25,4.347,5094.781
2011-03-01,75.860001,12319.73,2781.070068,1325.83,76.073822,76.482285,85.810249,219.548,94.0244,0.28,115.42,99.63,1433.5,3.873,5372.547
2011-04-01,72.93,12810.54,2873.540039,1363.61,77.44706,76.885147,87.604378,220.797,93.7011,0.23,118.7,107.94,1427.88,4.362,5559.316
2011-05-01,74.639999,12569.79,2835.300049,1345.2,79.39682,77.166229,87.836266,221.6,93.849,0.21,118.7,107.94,1427.88,4.362,5559.316
2011-06-01,74.300003,12414.34,2773.52002,1320.64,78.998276,77.162758,88.132927,221.466,94.0844,0.22,114.53,100.29,1540.2,4.629,5280.73
2011-07-01,73.900002,12143.24,2756.379883,1292.28,81.511673,77.388115,91.813576,222.057,94.5881,0.24,111.77,94.94,1484.5,4.311,5042.848
2011-08-01,74.129997,11613.53,2579.459961,1218.89,85.302834,77.654938,92.56591,222.778,95.1605,0.29,116.81,94.89,1618.1,4.188,5185.734
2011-09-01,78.550003,10913.38,2415.399902,1131.42,87.227608,77.582634,93.023071,223.379,95.0855,0.33,114.29,88.93,1824.55,4.05,5072.328
2011-10-01,76.169998,11955.01,2684.409912,1253.3,86.124001,77.613747,94.813705,223.481,95.6902,0.37,114.29,88.93,1824.55,4.05,5072.328
2011-11-01,78.389999,12045.68,2620.340088,1246.96,86.622459,77.649521,95.161232,223.957,95.7307,0.41,109.54,92.19,1718.3,3.781,4873.152
2011-12-01,80.169998,12217.56,2605.149902,1257.6,88.192856,77.656914,95.415314,223.886,96.2047,0.49,108.99,100.2,1744.39,3.648,4963.281
2012-01-01,79.279999,12632.91,2813.840088,1312.41,89.286011,77.798553,97.800453,224.494,96.7772,0.4,108.99,100.2,1744.39,3.648,4963.281
2012-02-01,78.730003,12952.07,2966.889893,1365.68,88.14566,77.660561,97.2351,225.107,97.051,0.3,111.56,97.61,1742.74,2.382,4994.969
2012-03-01,78.93,13212.04,3091.570068,1408.47,86.758385,77.597,96.399323,225.661,96.5714,0.29,126.2,108.84,1715.94,2.463,5370.09
2012-04-01,78.790001,13213.63,3046.360107,1397.91,88.92662,77.758057,97.849602,226.024,97.3139,0.29,126.2,108.84,1715.94,2.463,5370.09
2012-05-01,83.040001,12393.45,2827.340088,1310.33,91.489815,77.804222,99.672707,225.357,97.4669,0.29,119.66,106.16,1660.1,2.371,5166.598
2012-06-01,81.650002,12880.09,2935.050049,1362.16,91.112122,77.728653,98.701965,224.997,97.4577,0.32,98.43,83.23,1625.64,2.326,4363.949
2012-07-01,82.639999,13008.68,2939.52002,1379.32,92.39727,77.901855,100.804832,224.94,97.6786,0.3,98.43,83.23,1625.64,2.326,4363.949
2012-08-01,81.25,13090.84,3066.959961,1406.58,92.288918,77.907463,100.854057,226.434,97.2842,0.26,105.96,88.91,1598.59,3.171,4834.441
2012-09-01,79.940002,13437.13,3116.22998,1440.67,91.976456,77.922195,101.370247,227.697,97.2295,0.24,105.96,88.91,1598.59,3.171,4834.441
2012-10-01,79.919998,13096.46,2977.22998,1412.16,91.62001,77.870537,102.002983,228.4,97.5344,0.23,112.19,92.48,1773.79,3.48,5064.316
2012-11-01,80.150002,13025.58,3010.23999,1416.18,92.513107,77.909279,102.327675,227.844,97.9837,0.23,108.17,87.09,1714.09,3.699,4857.824
2012-12-01,79.769997,13104.14,3019.51001,1426.19,91.522186,77.890816,101.32032,227.671,98.2122,0.24,108.17,87.09,1714.09,3.699,4857.824
2013-01-01,79.209999,13860.58,3142.129883,1498.11,90.579773,77.937904,101.201347,228.112,98.1664,0.23,110.36,87.09,1674.54,3.43,4889.008
2013-02-01,81.980003,14054.49,3160.189941,1514.68,91.484726,77.965569,101.394096,229.633,98.6458,0.22,116.76,97.77,1666.54,3.301,5129.902
2013-03-01,82.989998,14578.54,3267.52002,1569.19,91.759468,77.99424,101.611938,228.765,99.0597,0.21,110.4,90.68,1574.86,3.456,4836.453
2013-04-01,81.730003,14839.8,3328.790039,1597.57,93.143555,78.047783,102.349274,228.132,98.9927,0.2,111.08,97.07,1598.4,4.015,4901.262
2013-05-01,83.379997,15115.57,3455.909912,1630.74,90.261444,77.944305,97.872467,228.255,99.0726,0.2,99.95,91.03,1456.74,4.326,4582.988
2013-06-01,83.169998,14909.6,3403.25,1606.28,87.953728,77.867615,94.154678,228.842,99.2065,0.19,99.95,91.03,1456.74,4.326,4582.988
2013-07-01,81.449997,15499.54,3626.370117,1685.73,87.642853,77.994202,95.116325,229.209,98.9204,0.14,103,97.99,1252.8,3.577,4660.086
2013-08-01,82.089996,14810.31,3589.870117,1632.97,86.393784,77.917496,93.445686,229.788,99.4996,0.12,109.54,107.89,1308.84,3.387,4913.379
2013-09-01,80.220001,15129.67,3771.47998,1681.55,87.978119,78.091293,95.057281,229.77,100.0568,0.11,109.54,107.89,1308.84,3.387,4913.379
2013-10-01,80.199997,15545.75,3919.709961,1756.54,88.66291,78.144981,95.433098,229.92,99.9168,0.12,107.94,102.04,1285.99,3.609,4823.016
2013-11-01,80.68,16086.41,4059.889893,1805.81,87.879898,78.21714,94.365387,230.375,100.1762,0.12,105.91,94.61,1314.74,3.513,4696.461
2013-12-01,80.040001,16576.66,4176.589844,1848.36,85.897179,78.05896,93.0168,231.006,100.3658,0.14,105.91,94.61,1314.74,3.513,4696.461
2014-01-01,81.269997,15698.85,4103.879883,1782.59,88.817528,78.253242,95.048576,231.649,100.038,0.12,111.39,94.61,1205.29,4.34,4829.465
2014-02-01,79.779999,16321.71,4308.120117,1859.45,88.982536,78.26252,95.463638,231.898,100.7918,0.13,111.39,94.61,1205.29,4.34,4829.465
2014-03-01,80.099998,16457.66,4198.990234,1872.34,88.491325,78.181961,94.955383,232.303,101.7782,0.12,111.39,94.61,1205.29,4.34,4829.465
2014-04-01,79.489998,16580.84,4114.560059,1883.95,89.140289,78.263428,96.209045,232.768,101.8337,0.12,105.62,99.74,1279,4.276,4910.066
2014-05-01,80.370003,16717.17,4242.620117,1923.57,90.764824,78.403282,97.911636,233.12,102.2325,0.11,107.76,99.42,1283.49,4.719,4978.453
2014-06-01,79.779999,16826.6,4408.180176,1960.23,90.587456,78.339401,97.939301,233.416,102.5722,0.11,107.76,99.42,1283.49,4.719,4978.453
2014-07-01,81.459999,16563.3,4369.77002,1930.67,90.372253,78.277283,98.113205,233.573,102.8479,0.13,112.29,105.34,1325.44,4.455,5098.59
2014-08-01,82.75,17098.45,4580.27002,2003.37,92.0672,78.420921,98.697815,233.477,102.6491,0.13,104.84,97.88,1293.6,3.798,4802.34
2014-09-01,85.940002,17042.9,4493.390137,1972.29,91.116928,78.362579,96.272804,233.433,102.9858,0.12,102.79,97.88,1287.04,4.03,4755.742
2014-10-01,86.879997,17390.52,4630.740234,2018.05,92.507561,78.564766,97.304245,233.208,102.9911,0.12,94.16,90.73,1213.39,4.023,4459.805
2014-11-01,88.360001,17828.24,4791.629883,2067.56,93.709114,78.648323,97.459084,232.591,103.6669,0.13,94.16,90.73,1213.39,4.023,4459.805
2014-12-01,90.269997,17823.07,4736.049805,2058.9,93.694054,78.387505,96.383492,231.494,103.6139,0.15,72.54,69,1210.43,4.007,3827.075
2015-01-01,94.800003,17164.95,4635.240234,1994.99,98.036224,78.937317,99.55117,229.498,102.8479,0.16,55.84,69,1181.6,2.99,3232.798
2015-02-01,95.25,18132.7,4963.529785,2104.5,95.45565,78.677238,98.268394,230.264,102.2292,0.15,55.84,69,1181.6,2.99,3232.798
2015-03-01,98.360001,17776.12,4900.879883,2067.89,96.279228,78.875061,97.794861,230.948,101.8945,0.14,55.84,69,1181.6,2.99,3232.798
2015-04-01,94.599998,17840.52,4941.419922,2085.51,95.666428,78.894653,98.457809,231.118,101.2859,0.13,57.1,50.09,1204,2.605,3042.351
