,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_max_iter,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.3845149040222168,0.05421404347832628,0.0,0.0,300,10000,l2,lbfgs,"{'C': 300, 'max_iter': 10000, 'penalty': 'l2', 'solver': 'lbfgs'}",0.3829787234042553,0.48936170212765956,0.3763440860215054,0.5268817204301075,0.5053763440860215,0.4561885152139099,0.06364312781876767,1
1,0.4788799285888672,0.06329583628543799,0.00010194778442382813,0.00020389556884765626,600,10000,l2,lbfgs,"{'C': 600, 'max_iter': 10000, 'penalty': 'l2', 'solver': 'lbfgs'}",0.3829787234042553,0.48936170212765956,0.3763440860215054,0.5053763440860215,0.4946236559139785,0.4497369023106841,0.057487133907352335,3
2,0.5541621208190918,0.0680085092739965,0.0005145549774169921,0.00045788903307984285,900,10000,l2,lbfgs,"{'C': 900, 'max_iter': 10000, 'penalty': 'l2', 'solver': 'lbfgs'}",0.3829787234042553,0.48936170212765956,0.3870967741935484,0.5053763440860215,0.4946236559139785,0.4518874399450927,0.05484160634317396,2
